Lp;DataPoczatku;DataKonca;SumaUbezpieczenia;Odnowienia;Ulica;KodPocztowy;Miasto;Wojewodztwo;Kraj;ReasekuracjaO;ReasekuracjaF;Szerokosc;Dlugosc;Flaga_1;Flaga_2
1222;21.07.2021;20.07.2022;270000;TAK;Aleja Wilanowska 93;02-765;Warszawa;mazowieckie;Polska;1,2;;52.17267715;21.05032671678159;1;0;
1223;09.09.2021;08.09.2022;210000;TAK;Nałkowskich 103;20-470;Lublin;lubelskie;Polska;1,2;;51.2110995;22.5439822;1;0;
1224;25.07.2021;24.07.2022;420000;TAK;Bociania 17;12-200;Pisz;warmińsko-mazurskie;Polska;1,2;;53.628429350000005;21.833604005261833;1;0;
1225;24.07.2021;23.07.2022;260000;TAK;Sulmierzycka 6;02-139;Warszawa;mazowieckie;Polska;1,2;;52.1924424;20.971989772864678;1;0;
1226;17.08.2021;16.08.2022;515000;TAK;Piotrkowska 44;97-570;Przedbórz;łódzkie;Polska;1,2;;51.09375665;19.87280365;1;0;
1227;05.08.2021;04.08.2022;164000;TAK;Długoszyn 27;69-200;Długoszyn;lubuskie;Polska;1,2;;52.464783350000005;15.079033912217092;3;0;
1228;21.07.2021;20.07.2022;170000;TAK;Kwiatowa 48;84-242;Luzino;pomorskie;Polska;1,2;;54.5687554;18.117697;1;0;
1229;25.07.2021;24.07.2022;360000;TAK;Wczasów 16;12-220;Ruciane-Nida;warmińsko-mazurskie;Polska;1,2;;53.64131285;21.542712566853275;1;0;
1230;21.07.2021;20.07.2022;200000;TAK;Jeziorna 7;64-234;Przemęt;wielkopolskie;Polska;1,2;;52.004112;16.299181;1;1;
1231;26.07.2021;25.07.2022;465000;TAK;Artura Grottgera 1A;41-711;Ruda Śląska;śląskie;Polska;1,2;;50.2621629;18.81078335;1;0;
1232;17.08.2021;16.08.2022;320000;TAK;42 Pułku Piechoty 72B;15-181;Białystok;podlaskie;Polska;1,2;;53.1399639;23.224822669063677;1;0;
1233;23.07.2021;22.07.2022;360000;TAK;Józefa Sowińskiego 4;20-040;Lublin;lubelskie;Polska;1,2;;51.24805015;22.539411465147182;1;0;
1234;14.06.2021;13.06.2022;730000;TAK;Wiktorii Wiedeńskiej 9a;02-954;Warszawa;mazowieckie;Polska;1,2;;52.1694655;21.072889158286287;1;0;
1235;26.05.2021;25.05.2022;450000;TAK;Ożarowska 25;05-850;Ożarów Mazowiecki;mazowieckie;Polska;1,2;;52.2108902;20.8037144999014;1;0;
1236;21.07.2021;20.07.2022;150000;TAK;Pomorska 17;14-300;Morąg;warmińsko-mazurskie;Polska;1,2;;53.90991875;19.934203552524714;1;0;
1237;23.07.2021;22.07.2022;340000;TAK;Marzanny 10;02-649;Warszawa;mazowieckie;Polska;1,2;;52.191647599999996;21.004141952789904;1;0;
1238;24.07.2021;23.07.2022;515000;TAK;Składowa 5;62-081;Przeźmierowo;wielkopolskie;Polska;1,2;;52.434621199999995;16.785079976190477;1;0;
1239;20.08.2021;19.08.2022;370000;TAK;Skalmierzycka 65;62-800;Kalisz;wielkopolskie;Polska;1,2;;51.747461099999995;18.079127255687496;1;0;
1240;22.07.2021;21.07.2022;420000;TAK;Krośnicka 73;46-053;Daniec;opolskie;Polska;1,2;;50.620761;18.1410508;1;0;
1241;25.07.2021;24.07.2022;425000;TAK;Jodłowa 21B;05-806;Granica;mazowieckie;Polska;1,2;;52.13796615;20.811865432922538;1;0;
1242;23.05.2021;22.05.2022;200000;TAK;Meksykańska 6;03-948;Warszawa;mazowieckie;Polska;1,2;;52.2305058;21.058760623391187;1;0;
1243;06.08.2021;05.08.2022;232000;TAK;Jabłoniowa 17B;80-175;Gdańsk;pomorskie;Polska;1,2;;54.3240398;18.5473219;1;0;
1244;01.08.2021;31.07.2022;265000;TAK;Światowida 58;03-144;Warszawa;mazowieckie;Polska;1,2;;52.3306574;20.9419684;1;0;
1245;02.08.2021;01.08.2022;210000;TAK;Stefana Czarnieckiego 2e;78-100;Kołobrzeg;zachodniopomorskie;Polska;1,2;;54.1802203;15.600561017818814;1;0;
1246;05.08.2021;04.08.2022;180000;TAK;Srebrzyńska 45;91-082;Łódź;łódzkie;Polska;1,2;;51.7739513;19.42599866046937;1;0;
1247;12.08.2021;11.08.2022;310000;TAK;Maciejkowa 9;71-784;Szczecin;zachodniopomorskie;Polska;1,2;;53.47897185;14.540491346025561;1;0;
1248;29.05.2021;28.05.2022;540000;TAK;Józefa Chełmońskiego 11;02-495;Warszawa;mazowieckie;Polska;1,2;;52.19130215;20.90457704892963;1;0;
1249;26.05.2021;25.05.2022;540000;TAK;Dzięciołów 13;43-316;Bielsko-Biała;śląskie;Polska;1,2;;49.796661900000004;19.049021200000006;1;0;
1250;18.05.2021;17.05.2022;452000;TAK;Jarocińska 1;04-171;Warszawa;mazowieckie;Polska;1,2;;52.238703;21.108105165877014;1;0;
1251;21.07.2021;20.07.2022;310000;TAK;Julianowska 42;05-500;Piaseczno;mazowieckie;Polska;1,2;;52.0831374;21.04390023564752;1;0;
1252;15.05.2021;14.05.2022;400000;TAK;Adama Mickiewicza 8;80-425;Gdańsk;pomorskie;Polska;1,2;;54.38336165;18.61705100514486;1;0;
1253;15.05.2021;14.05.2022;710000;TAK;Henryka Hubertusa Jabłońskiego 16;80-766;Gdańsk;pomorskie;Polska;1,2;;54.3342033;18.624778767061027;1;0;
1254;02.08.2021;01.08.2022;450000;TAK;Obrońców Tobruku 27;01-494;Warszawa;mazowieckie;Polska;1,2;;52.2552824;20.931408340339118;1;0;
1255;01.09.2021;31.08.2022;250000;TAK;Bukowska 223;62-070;Konarzewo;wielkopolskie;Polska;1,2;;52.3355454;16.7044013;1;0;
1256;06.08.2021;05.08.2022;170000;TAK;Turkusowa 7;97-400;Bełchatów;łódzkie;Polska;1,2;;51.3546483;19.387955343334276;1;0;
1257;26.07.2021;25.07.2022;490000;TAK;Bolesława Chrobrego 41;60-681;Poznań;wielkopolskie;Polska;1,2;;52.44877865;16.91389742768891;1;0;
1258;27.05.2021;26.05.2022;520000;TAK;Urocza (Wesoła) 90c;05-075;Warszawa;mazowieckie;Polska;1,2;;52.241016450000004;21.194887198460144;1;0;
1259;28.07.2021;27.07.2022;470000;TAK;Wolności 12A;55-095;Mirków;dolnośląskie;Polska;1,2;;51.1682799;17.155306855621454;1;0;
1260;22.07.2021;21.07.2022;270000;TAK;Składkowskiego 11B;41-250;Czeladź;śląskie;Polska;1,2;;50.316558349999994;19.059072270090617;1;0;
1261;24.07.2021;23.07.2022;260000;TAK;Wesoła 5;16-315;Lipsk;podlaskie;Polska;1,2;;53.73882605;23.389023345473184;1;0;
1262;22.07.2021;21.07.2022;170000;TAK;Dąbrowa Białogardzka 21;78-331;Dąbrowa Białogardzka;zachodniopomorskie;Polska;1,2;;53.8113298;15.8920894;3;0;
1263;31.07.2021;30.07.2022;160000;TAK;Na Popielówkę 69D;32-087;Zielonki;małopolskie;Polska;1,2;;50.105489;19.914755617981314;1;0;
1264;22.07.2021;21.07.2022;1050000;TAK;Jarosława Iwaszkiewicza 7B;52-211;Wrocław;dolnośląskie;Polska;1,2;;51.0578431;17.0342394;1;0;
1265;24.07.2021;23.07.2022;155000;TAK;Juliusza Słowackiego 18;17-100;Bielsk Podlaski;podlaskie;Polska;1,2;;52.75863455;23.185459601853445;1;0;
1266;13.08.2021;12.08.2022;276100;TAK;Zacisze 28;08-110;Żelków-Kolonia;mazowieckie;Polska;1,2;;52.15031475;22.189935809513273;1;0;
1267;04.08.2021;03.08.2022;715280;TAK;Ostatnia 13;62-080;Tarnowo Podgórne;wielkopolskie;Polska;1,2;;52.46047;16.64404310521327;1;0;
1268;22.07.2021;21.07.2022;90000;TAK;Wojska Polskiego 4;88-190;Barcin;kujawsko-pomorskie;Polska;1,2;;52.85633245;17.9430777140653;1;0;
1269;22.07.2021;21.07.2022;110000;TAK;Pakoska 26;88-190;Barcin;kujawsko-pomorskie;Polska;1,2;;52.85561765;17.946152814369846;1;0;
1270;11.04.2021;10.04.2022;230000;TAK;Żaków 4e;66-200;Świebodzin;lubuskie;Polska;1,2;;52.2567116;15.524405646398304;1;0;
1271;04.08.2021;03.08.2022;160000;TAK;Sędomierska 6;05-300;Mińsk Mazowiecki;mazowieckie;Polska;1,2;;52.1746789;21.586683878545955;1;0;
1272;24.07.2021;23.07.2022;240000;TAK;gen. Władysława Sikorskiego 8;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;;51.5207394;20.016641285751458;1;0;
1273;07.05.2021;06.05.2022;560000;TAK;Szkolna 35 F;05-552;Mroków;mazowieckie;Polska;1,2;;52.037926999999996;20.842669257984774;1;0;
1274;24.07.2021;23.07.2022;140000;TAK;gen. Władysława Sikorskiego 2;97-200;Tomaszów Mazowiecki;łódzkie;Polska;1,2;;51.520757950000004;20.018685426476956;1;0;
1275;01.06.2021;31.05.2022;120000;TAK;Potocka 35;01-631;Warszawa;mazowieckie;Polska;1,2;;52.27293325;20.977544758052325;1;0;
1276;05.05.2021;04.05.2022;370000;TAK;Siostrzana 17;53-031;Wrocław;dolnośląskie;Polska;1,2;;51.064751900000005;16.99149832608854;1;0;
1277;09.05.2021;08.05.2022;60000;TAK;Bliska 1;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;;52.098210;20.616210;1;1;
1278;05.05.2021;04.05.2022;250000;TAK;Żelazna 76;53-429;Wrocław;dolnośląskie;Polska;1,2;;51.09935625;17.00465177736804;1;0;
1279;01.06.2021;31.05.2022;160000;TAK;Raabego 9;02-793;Warszawa;mazowieckie;Polska;1,2;;52.13947345;21.0607235360205;1;0;
1280;01.06.2021;31.05.2022;320000;TAK;Ziołowa 24 C;03-021;Warszawa;mazowieckie;Polska;1,2;;52.3368708;20.996711059947643;1;0;
1281;01.08.2021;31.07.2022;260000;TAK;Kazimierza Kuratowskiego 2;02-747;Warszawa;mazowieckie;Polska;1,2;;52.170845850000006;21.05723654982588;1;0;
1282;25.07.2021;24.07.2022;330000;TAK;Chylońska 11;81-064;Gdynia;pomorskie;Polska;1,2;;54.53726225;18.478058647494777;1;0;
1283;19.08.2021;18.08.2022;170000;TAK;Jana Kochanowskiego 5;08-500;Ryki;lubelskie;Polska;1,2;;51.61683275;21.9343295648912;1;0;
1284;22.07.2021;21.07.2022;60000;TAK;Legionów 73;86-300;Grudziądz;kujawsko-pomorskie;Polska;1,2;;53.50089815;18.772478123356077;1;0;
1285;24.07.2021;23.07.2022;560000;TAK;Agawy 32B;43-382;Bielsko-Biała;śląskie;Polska;1,2;;49.7943991;18.980786248303197;1;0;
1286;22.07.2021;21.07.2022;409000;TAK;Stróża 1016;32-431;Stróża;małopolskie;Polska;1,2;;49.7936284;19.8882051;3;0;
1287;22.07.2021;21.07.2022;105000;TAK;Kościuszki 16;78-300;Świdwin;zachodniopomorskie;Polska;1,2;;53.779525899999996;15.772565002284068;1;0;
1288;22.07.2021;21.07.2022;165000;TAK;Ostrowiecka 8;27-530;Ożarów;świętokrzyskie;Polska;1,2;;50.8855913;21.66365407887607;1;0;
1289;27.08.2021;26.08.2022;510000;TAK;Astronautów 29;15-686;Białystok;podlaskie;Polska;1,2;;53.1518878;23.1012237;1;0;
1290;22.07.2021;21.07.2022;630000;TAK;Cieplicka 30C;85-377;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;;53.13644215;17.922640401020125;1;0;
1291;22.07.2021;21.07.2022;115000;TAK;Przełajowa 12;94-044;Łódź;łódzkie;Polska;1,2;;51.743731499999996;19.408310042863988;1;0;
1292;22.07.2021;21.07.2022;220000;TAK;Mikorowo 8a;76-243;Mikorowo;pomorskie;Polska;1,2;;54.417646899999994;17.58260000407069;3;0;
1293;22.07.2021;21.07.2022;396000;TAK;Polna 6;22-175;Dorohusk-Osada;lubelskie;Polska;1,2;;51.16778635;23.793849926983818;1;0;
1294;24.07.2021;23.07.2022;500000;TAK;Pelikana 8;72-344;Rewal;zachodniopomorskie;Polska;1,2;;54.0801608;15.033563949688958;1;0;
1295;22.07.2021;21.07.2022;150000;TAK;Legionów 21;62-510;Konin;wielkopolskie;Polska;1,2;;52.228457750000004;18.2624656;1;0;
1296;02.08.2021;01.08.2022;140000;TAK;Hiacyntowa 14;62-561;Różopole;wielkopolskie;Polska;1,2;;52.37024285;18.318713035037074;1;0;
1297;30.07.2021;29.07.2022;170000;TAK;Marcina Dragana 5;80-807;Gdańsk;pomorskie;Polska;1,2;;54.34013065;18.61078744191129;1;0;
1298;11.05.2021;10.05.2022;725000;TAK;Stary Imielnik 1A;95-010;Stryków;łódzkie;Polska;1,2;;51.84564;19.56352;1;0;
1299;04.08.2021;03.08.2022;324000;TAK;Żeglugi Wiślanej 16a;03-043;Warszawa;mazowieckie;Polska;1,2;;52.36152265;21.034306046157894;1;0;
1300;08.08.2021;07.08.2022;250000;TAK;Legnicka 14A;59-241;Koskowice;dolnośląskie;Polska;1,2;;51.1853089;16.2366865;1;0;
1301;01.08.2021;31.07.2022;420000;TAK;Longinusa 21;05-500;Piaseczno;mazowieckie;Polska;1,2;;52.05575865;20.99625184603517;1;0;
1302;05.08.2021;04.08.2022;220000;TAK;Kazimierza Pułaskiego 1;98-100;Łask;łódzkie;Polska;1,2;;51.58540505;19.133450896911892;1;0;
1303;02.08.2021;01.08.2022;1075000;TAK;Łąkowa 12;32-800;Brzesko;małopolskie;Polska;1,2;;49.980601;20.60180765766563;1;0;
1304;22.07.2021;21.07.2022;500000;TAK;Piłsudskiego 71;42-500;Będzin;śląskie;Polska;1,2;;50.317082;19.120394155950223;1;0;
1305;09.08.2021;08.08.2022;330000;TAK;Grobla 5;86-021;Bożenkowo;kujawsko-pomorskie;Polska;1,2;;53.2326446;17.9707007;1;0;
1306;23.07.2021;22.07.2022;90000;TAK;Mikołaja Kopernika 4;18-100;Łapy;podlaskie;Polska;1,2;;52.9923801;22.8821322;1;0;
1307;30.06.2021;29.06.2022;540000;TAK;Górczewska 228d;01-460;Warszawa;mazowieckie;Polska;1,2;;52.2403981;20.898771941485148;1;0;
1308;25.07.2021;24.07.2022;340000;TAK;Anastazego Kowalczyka 1c;03-193;Warszawa;mazowieckie;Polska;1,2;;52.3049525;20.990828174963422;1;0;
1309;25.07.2021;24.07.2022;600000;TAK;Prymasa Augusta Hlonda 2;02-972;Warszawa;mazowieckie;Polska;1,2;;52.160878;21.070607;1;0;
1310;10.09.2021;09.09.2022;180000;TAK;Powstańców 89a;48-120;Baborów;opolskie;Polska;1,2;;50.1487745;17.98753180626994;1;0;
1311;11.08.2021;10.08.2022;510000;TAK;Stare Żegrze 81;61-249;Poznań;wielkopolskie;Polska;1,2;;52.3818328;16.963112;1;0;
1312;01.08.2021;31.07.2022;340000;TAK;Krzykawa 106;32-329;Krzykawa;małopolskie;Polska;1,2;;50.3135437;19.422759857149963;3;0;
1313;25.07.2021;24.07.2022;610000;TAK;Kiwerska 12;01-682;Warszawa;mazowieckie;Polska;1,2;;52.28390465;20.968456624743396;1;0;
1314;23.07.2021;22.07.2022;363480;TAK;Szymanowskiego 2;19-400;Olecko;warmińsko-mazurskie;Polska;1,2;;54.0436081;22.49309325864938;1;0;
1315;06.08.2021;05.08.2022;280000;TAK;Koszarowa 4;08-110;Siedlce;mazowieckie;Polska;1,2;;52.156867000000005;22.258025193243242;1;0;
1316;23.07.2021;22.07.2022;440000;TAK;Skoraszewice 54A;63-830;Skoraszewice;wielkopolskie;Polska;1,2;;51.7347862;17.0601375;3;0;
1317;25.06.2021;24.06.2022;440000;TAK;Jana Matejki 77;44-310;Radlin;śląskie;Polska;1,2;;50.0515193;18.458284754998118;1;0;
1318;23.07.2021;22.07.2022;275000;TAK;Sznurki 125c;83-324;Sznurki;pomorskie;Polska;1,2;;54.29048;18.05459;3;0;
1319;11.08.2021;10.08.2022;360000;TAK;Polna 30;05-806;Nowa Wieś;mazowieckie;Polska;1,2;;52.147387949999995;20.79185211023416;1;0;
1320;24.07.2021;23.07.2022;460000;TAK;Bogucicka 57;30-898;Kraków;małopolskie;Polska;1,2;;50.00497625;20.04549252595522;1;0;
1321;31.07.2021;30.07.2022;310000;TAK;Diamentowa 4;26-026;Morawica;świętokrzyskie;Polska;1,2;;50.74531;20.62253;1;0;
1322;26.08.2021;25.08.2022;1060000;TAK;Kordiana 23;04-451;Warszawa;mazowieckie;Polska;1,2;;52.26087625;21.156888157335736;1;0;
1323;03.08.2021;02.08.2022;380000;TAK;Pawia 7;05-500;Piaseczno;mazowieckie;Polska;1,2;;52.078897100000006;21.01062081821784;1;0;
1324;15.07.2021;14.07.2022;540000;TAK;Europejska 115;02-964;Warszawa;mazowieckie;Polska;1,2;;52.15472645;21.09286132004373;1;0;
1325;14.05.2021;13.05.2022;310000;TAK;Jerzego Zaruby 12;02-796;Warszawa;mazowieckie;Polska;1,2;;52.1315118;21.07266150548267;1;0;
1326;20.05.2021;19.05.2022;440000;TAK;Szczepana Grzeszczyka 8;02-122;Warszawa;mazowieckie;Polska;1,2;;52.19965385;20.970096223305404;1;0;
1327;24.05.2021;23.05.2022;130000;TAK;Stanisława Ignacego Witkiewicza 38;71-122;Szczecin;zachodniopomorskie;Polska;1,2;;53.43236185000001;14.507695904425091;1;0;
1328;25.07.2021;24.07.2022;447000;TAK;Litomska 25;53-641;Wrocław;dolnośląskie;Polska;1,2;;51.1193684;17.0110902;1;0;
1329;25.07.2021;24.07.2022;175000;TAK;Lutek 16;11-015;Lutek;warmińsko-mazurskie;Polska;1,2;;53.52762;20.29789;3;0;
1330;25.07.2021;24.07.2022;410000;TAK;Tadeusza Makowskiego 6A;62-510;Konin;wielkopolskie;Polska;1,2;;52.240097899999995;18.27308731788891;1;0;
1331;27.07.2021;26.07.2022;420000;TAK;Józefa Ignacego Kraszewskiego 14;15-025;Białystok;podlaskie;Polska;1,2;;53.136392;23.173652171254894;1;0;
1332;01.06.2021;31.05.2022;523001,22;TAK;Głębocka 96;03-287;Warszawa;mazowieckie;Polska;1,2;;52.3173401;21.067682104454853;1;0;
1333;19.12.2021;18.12.2022;170000;TAK;Gabrieli Zapolskiej 14;85-149;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;;53.11182105;18.001055615138142;1;0;
1334;02.08.2021;01.08.2022;160000;TAK;Topolowa 26;41-303;Dąbrowa Górnicza;śląskie;Polska;1,2;;50.3458676;19.2120244;1;0;
1335;25.07.2021;24.07.2022;330000;TAK;Północna 17;18-100;Łapy;podlaskie;Polska;1,2;;52.996988200000004;22.877130053754147;1;0;
1336;05.09.2021;04.09.2022;490000;TAK;Turkusowa 8;05-825;Odrano-Wola;mazowieckie;Polska;1,2;;52.091787249999996;20.62767328279543;1;0;
1337;12.05.2021;11.05.2022;550000;TAK;Mazowiecka 100E;05-300;Targówka;mazowieckie;Polska;1,2;;52.16678265;21.602481957657446;1;0;
1338;01.06.2021;31.05.2022;170000;TAK;Jana Skrzyneckiego 12;04-563;Warszawa;mazowieckie;Polska;1,2;;52.227066199999996;21.14949813952679;1;0;
1339;08.06.2021;07.06.2022;360000;TAK;Zachodnia 4;05-502;Piaseczno;mazowieckie;Polska;1,2;;52.05084085;21.00623084875408;1;0;
1340;25.07.2021;24.07.2022;645000;TAK;Kokoszki 8A;62-330;Kokoszki;wielkopolskie;Polska;1,2;;52.349293450000005;17.415145999613102;3;0;
1341;02.08.2021;01.08.2022;510000;TAK;Zacisze 7;87-800;Włocławek;kujawsko-pomorskie;Polska;1,2;;52.6397988;19.03641692840454;1;0;
1342;25.07.2021;24.07.2022;525000;TAK;Stanisława Moniuszki 8a;65-409;Zielona Góra;lubuskie;Polska;1,2;;51.935582;15.5013184;1;0;
1343;25.07.2021;24.07.2022;410000;TAK;Bochotnica-Kolonia 53;24-150;Bochotnica-Kolonia;lubelskie;Polska;1,2;;51.26865225;22.2421021258452;3;0;
1344;25.07.2021;24.07.2022;170000;TAK;Spółdzielców 1c;64-020;Czempiń;wielkopolskie;Polska;1,2;;52.14074;16.75037;1;0;
1345;25.07.2021;24.07.2022;1030000;TAK;Adama Mickiewicza 48;34-436;Maniowy;małopolskie;Polska;1,2;;49.462279249999995;20.25947671844084;1;0;
1346;25.07.2021;24.07.2022;420000;TAK;Kornela Makuszyńskiego 5;41-218;Sosnowiec;śląskie;Polska;1,2;;50.27324445;19.188748977000643;1;0;
1347;25.07.2021;24.07.2022;270000;TAK;Bezpieczna 49;51-114;Wrocław;dolnośląskie;Polska;1,2;;51.1402673;17.021697;1;0;
1348;01.08.2021;31.07.2022;400000;TAK;Ludwika Michała Paca 21;04-361;Warszawa;mazowieckie;Polska;1,2;;52.2486612;21.085471;1;0;
1349;01.08.2021;31.07.2022;390000;TAK;Solna 7;97-400;Bełchatów;łódzkie;Polska;1,2;;51.36039305;19.3878822;1;0;
1350;01.08.2021;31.07.2022;375000;TAK;Kredowa 3;97-400;Bełchatów;łódzkie;Polska;1,2;;51.3541943;19.3915241;1;0;
1351;05.09.2021;04.09.2022;470000;TAK;Żółwińska 30a;05-807;Owczarnia;mazowieckie;Polska;1,2;;52.11539885;20.710122654874446;1;0;
1352;10.05.2021;09.05.2022;370000;TAK;Aleksandra Gajkowicza 15;03-562;Warszawa;mazowieckie;Polska;1,2;;52.27455475;21.05611398568783;1;0;
1353;25.07.2021;24.07.2022;120000;TAK;Mogileńska 43;88-170;Pakość;kujawsko-pomorskie;Polska;1,2;;52.7984819;18.080623920785975;1;0;
1354;28.05.2021;27.05.2022;70000;TAK;Ksawerów 23a;02-656;Warszawa;mazowieckie;Polska;1,2;;52.185791699999996;21.01427077176932;1;0;
1355;25.05.2021;24.05.2022;150000;TAK;Jana III Sobieskiego 6a;63-900;Rawicz;wielkopolskie;Polska;1,2;;51.6009767;16.8594482;1;0;
1356;27.07.2021;26.07.2022;390000;TAK;Szymona Askenazego 9;03-580;Warszawa;mazowieckie;Polska;1,2;;52.2779658;21.053679702614257;1;0;
1357;11.05.2021;10.05.2022;170000;TAK;Tysiąclecia 1;40-873;Katowice;śląskie;Polska;1,2;;50.2753999;18.9819883;1;0;
1358;23.08.2021;22.08.2022;315000;TAK;Willowa 6;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;;52.12128905;20.64481453455982;1;0;
1359;27.07.2021;26.07.2022;220000;TAK;Pszczelińska 99B;05-840;Brwinów;mazowieckie;Polska;1,2;;52.1370463;20.7398016;1;0;
1360;25.07.2021;24.07.2022;260000;TAK;11 Listopada 67;88-300;Mogilno;kujawsko-pomorskie;Polska;1,2;;52.6624905;17.93829315636837;1;0;
1361;25.07.2021;24.07.2022;240000;TAK;Łąkowa 20;41-219;Sosnowiec;śląskie;Polska;1,2;;50.3057152;19.1566732;1;0;
1362;31.07.2021;30.07.2022;170000;TAK;Skrzatów 5;20-633;Lublin;lubelskie;Polska;1,2;;51.234002649999994;22.526065938689165;1;0;
1363;20.08.2021;19.08.2022;227000;TAK;Ojca Maksymiliana Kolbe 2;64-920;Piła;wielkopolskie;Polska;1,2;;53.15339;16.73501;1;0;
1364;16.09.2021;15.09.2022;400000;TAK;Przerąbkowska 10;05-830;Wolica;mazowieckie;Polska;1,2;;52.1252655;20.870463834189287;1;0;
1365;27.07.2021;26.07.2022;465000;TAK;Przedwiośnie 11;58-100;Świdnica;dolnośląskie;Polska;1,2;;50.8286148;16.5039955;1;0;
1366;02.08.2021;01.08.2022;730000;TAK;Twarda 44;00-831;Warszawa;mazowieckie;Polska;1,2;;52.23085345;20.995380646902085;1;0;
1367;10.08.2021;09.08.2022;80000;TAK;Gliniana 23;50-525;Wrocław;dolnośląskie;Polska;1,2;;51.09340655;17.033907304811375;1;0;
1368;15.10.2021;14.10.2022;550000;TAK;Konwaliowa 6a;63-004;Gowarzewo;wielkopolskie;Polska;1,2;;52.36511315;17.120901099999998;1;0;
1369;29.07.2021;28.07.2022;120000;TAK;Antoniego Chołoniewskiego 4a;85-127;Bydgoszcz;kujawsko-pomorskie;Polska;1,2;;53.11586065;18.003802310027783;1;0;
1370;20.06.2021;19.06.2022;720000;TAK;Aleja Komisji Edukacji Narodowej 47;02-797;Warszawa;mazowieckie;Polska;1,2;;52.142762;21.0535263;1;0;
1371;29.07.2021;28.07.2022;260000;TAK;Chabrowa 62;81-079;Gdynia;pomorskie;Polska;1,2;;54.536436699999996;18.44183270115365;1;0;
1372;31.07.2021;30.07.2022;225000;TAK;Lotnicza 8;05-090;Raszyn;mazowieckie;Polska;1,2;;52.1523059;20.93086233920901;1;0;
1373;25.07.2021;24.07.2022;550000;TAK;Sroczyn 1;62-280;Sroczyn;wielkopolskie;Polska;1,2;;52.56242;17.27019;3;0;
1374;01.08.2021;31.07.2022;350000;TAK;gen. Lucjana Żeligowskiego 43d;90-644;Łódź;łódzkie;Polska;1,2;;51.7650362;19.437784805598763;1;0;
1375;01.06.2021;31.05.2022;575000;TAK;Drawska 16;02-202;Warszawa;mazowieckie;Polska;1,2;;52.20568915;20.953962466752664;1;0;
1376;12.05.2021;11.05.2022;500000;TAK;Os.Przyjaźni 2;61-679;Poznań;wielkopolskie;Polska;1,2;;52.43205465;16.93185082928437;1;0;
1377;06.10.2021;05.10.2022;1020000;TAK;Agawy (Wesoła) 32;05-077;Warszawa;mazowieckie;Polska;1,2;;52.213277399999996;21.22000471363636;1;0;
1378;13.08.2021;12.08.2022;560000;TAK;Józefa Piłsudskiego 27 b;05-091;Ząbki;mazowieckie;Polska;1,2;;52.287847549999995;21.110542478878802;1;0;
1379;26.07.2021;25.07.2022;205000;TAK;Ignacego Daszyńskiego 2B;62-300;Września;wielkopolskie;Polska;1,2;;52.32852;17.55726;1;0;
1380;01.08.2021;31.07.2022;670000;TAK;Jana Pawła II 3;72-100;Goleniów;zachodniopomorskie;Polska;1,2;;53.5687042;14.82429037111627;1;0;
1381;14.08.2021;13.08.2022;170000;TAK;Górna Droga 2;02-495;Warszawa;mazowieckie;Polska;1,2;;52.1833807;20.868476446164237;1;0;
1382;14.08.2021;13.08.2022;660000;TAK;Przyczółkowa 320;02-962;Warszawa;mazowieckie;Polska;1,2;;52.1570295;21.089866102222224;1;0;
1383;18.08.2021;17.08.2022;320000;TAK;Św. Stanisława 10;01-162;Warszawa;mazowieckie;Polska;1,2;;52.2467442;20.9643743;1;0;
1384;01.08.2021;31.07.2022;155000;TAK;Łukawica 1;18-112;Łukawica;podlaskie;Polska;1,2;;52.86778955;22.8465323;3;0;
1385;26.07.2021;25.07.2022;670000;TAK;Jeziorowa 28m;03-991;Warszawa;mazowieckie;Polska;1,2;;52.1943308;21.1283036;1;0;
1386;24.05.2021;23.05.2022;270000;TAK;Puszczyka 17;02-785;Warszawa;mazowieckie;Polska;1,2;;52.1605073;21.0219724;1;0;
1387;02.08.2021;01.08.2022;540000;TAK;Wólczyńska 69C;01-931;Warszawa;mazowieckie;Polska;1,2;;52.280754099999996;20.92044474969199;1;0;
1388;25.07.2021;24.07.2022;220000;TAK;Jelenia 22;54-242;Wrocław;dolnośląskie;Polska;1,2;;51.1243281;16.9974108;1;0;
1389;26.07.2021;25.07.2022;500000;TAK;Willowa 1A;89-641;Nowa Cerkiew;pomorskie;Polska;1,2;;53.7004828;17.6834047;1;0;
1390;30.07.2021;29.07.2022;520000;TAK;Nadarzyńska 58;05-825;Grodzisk Mazowiecki;mazowieckie;Polska;1,2;;52.1013157;20.64164122222222;1;0;
1391;08.08.2021;07.08.2022;345000;TAK;Bielniki 1;61-555;Poznań;wielkopolskie;Polska;1,2;;52.395552;16.9341745;1;0;
1392;24.08.2021;23.08.2022;430000;TAK;Odrodzenia 12 A;58-370;Boguszów-Gorce;dolnośląskie;Polska;1,2;;50.7571626;16.204185587755102;1;0;
1393;27.07.2021;26.07.2022;473600;TAK;Hansa Poelziga 6;54-115;Wrocław;dolnośląskie;Polska;1,2;;51.136885;16.9232769;1;0;
